Timestamp,pollutant,value,pred,residual,residual_anom,iso_anom,spike_label,temp_extreme,is_weekend,T,RH
2005-02-11 17:00:00,NOx(GT),1227.0,162.265,1064.7350000000001,True,False,True,False,False,17.1,49.0
2005-02-11 16:00:00,NOx(GT),1218.0,164.375,1053.625,True,False,True,False,False,17.1,49.0
2005-02-11 19:00:00,NOx(GT),1075.0,160.26,914.74,True,False,True,False,False,17.1,49.0
2005-02-11 18:00:00,NOx(GT),1061.0,161.97,899.03,True,False,True,False,False,17.1,49.0
2005-02-11 15:00:00,NOx(GT),1054.0,166.545,887.455,True,False,True,False,False,17.1,49.0
2005-02-10 20:00:00,NOx(GT),1028.0,168.655,859.345,True,False,True,False,False,17.1,49.0
2005-02-11 14:00:00,NOx(GT),872.0,166.93,705.0699999999999,True,False,False,False,False,17.1,49.0
2005-03-11 11:00:00,NOx(GT),812.0,144.785,667.215,True,False,False,False,False,17.1,49.0
2005-02-11 10:00:00,NOx(GT),747.0,171.78,575.22,True,False,False,False,False,17.1,49.0
2005-02-11 11:00:00,NOx(GT),746.0,172.405,573.595,True,False,False,False,False,17.1,49.0
2005-02-11 13:00:00,NOx(GT),723.0,167.835,555.165,True,False,False,False,False,17.1,49.0
2005-02-11 12:00:00,NOx(GT),702.0,170.175,531.825,True,False,False,False,False,17.1,49.0
2005-02-11 09:00:00,NOx(GT),700.0,172.97,527.03,True,False,False,False,False,17.1,49.0
2005-02-10 19:00:00,NOx(GT),687.0,172.685,514.315,True,False,False,False,False,17.1,49.0
2005-02-11 20:00:00,NOx(GT),641.0,157.495,483.505,True,False,False,False,False,17.1,49.0
2005-02-10 11:00:00,NOx(GT),646.0,172.45,473.55,True,False,False,False,False,17.1,49.0
2005-02-05 09:00:00,NOx(GT),759.0,289.605,469.395,True,False,False,True,True,4.1,52.7
2005-02-10 21:00:00,NOx(GT),605.0,164.525,440.475,True,False,False,False,False,17.1,49.0
2005-02-10 10:00:00,NOx(GT),604.0,170.475,433.525,True,False,False,False,False,17.1,49.0
2005-02-11 08:00:00,NOx(GT),589.0,172.785,416.21500000000003,True,False,False,False,False,17.1,49.0
2005-02-17 08:00:00,NOx(GT),602.0,218.965,383.03499999999997,True,False,False,False,False,6.6,44.6
2005-02-24 10:00:00,NOx(GT),573.0,195.285,377.71500000000003,True,False,False,True,False,4.1,83.9
2005-03-08 11:00:00,NOx(GT),595.0,225.045,369.95500000000004,True,False,False,False,False,10.9,25.7
2005-02-10 09:00:00,NOx(GT),540.0,172.9,367.1,True,False,False,False,False,17.1,49.0
2005-02-10 18:00:00,NOx(GT),534.0,172.69,361.31,True,False,False,False,False,17.1,49.0
2005-02-01 12:00:00,NOx(GT),1017.0,676.19,340.80999999999995,True,False,True,False,False,7.3,50.8
2005-02-05 08:00:00,NOx(GT),708.0,370.34,337.66,True,False,False,True,True,2.0,63.6
2005-02-16 09:00:00,NOx(GT),758.0,421.18,336.82,True,False,False,False,False,7.8,37.6
2005-03-16 16:00:00,NOx(GT),509.0,177.14,331.86,True,False,False,False,False,28.8,15.1
2005-03-08 22:00:00,NOx(GT),463.0,134.695,328.305,True,False,False,False,False,7.5,44.0
2005-03-02 18:00:00,NOx(GT),579.0,253.97,325.03,True,False,False,False,False,9.1,19.2
2005-03-02 11:00:00,NOx(GT),466.0,145.425,320.575,True,False,False,False,False,7.5,24.3
2005-02-03 12:00:00,NOx(GT),551.0,230.87,320.13,True,False,False,False,False,11.5,33.0
2005-02-10 08:00:00,NOx(GT),492.0,174.375,317.625,True,False,False,False,False,17.1,49.0
2005-03-03 19:00:00,NOx(GT),907.0,596.345,310.655,True,False,False,False,False,4.9,82.4
2005-02-19 00:00:00,NOx(GT),456.0,148.955,307.04499999999996,True,False,False,True,True,4.1,55.0
2005-03-02 10:00:00,NOx(GT),438.0,136.18,301.82,True,False,False,False,False,4.6,32.5
2005-03-10 22:00:00,NOx(GT),426.0,126.3,299.7,True,False,False,False,False,9.5,34.6
2005-02-18 08:00:00,NOx(GT),456.0,159.63,296.37,True,False,False,False,False,6.9,48.8
2005-03-08 12:00:00,NOx(GT),421.0,125.49,295.51,True,False,False,False,False,13.7,17.4
2005-04-04 09:00:00,NOx(GT),523.0,227.625,295.375,True,False,False,False,False,18.2,36.3
2005-03-03 11:00:00,NOx(GT),438.0,142.855,295.145,True,False,False,True,False,3.6,75.9
2005-03-02 21:00:00,NOx(GT),473.0,178.325,294.675,True,False,False,False,False,5.1,36.4
2005-03-05 21:00:00,NOx(GT),464.0,174.535,289.46500000000003,True,False,False,False,True,7.2,69.5
2005-02-03 11:00:00,NOx(GT),790.0,503.32,286.68,True,False,False,False,False,8.5,39.7
2005-02-02 12:00:00,NOx(GT),714.0,430.285,283.715,True,False,False,False,False,12.7,30.0
2005-02-25 11:00:00,NOx(GT),615.0,331.965,283.035,True,False,False,False,False,10.8,52.1
2005-03-02 09:00:00,NOx(GT),479.0,203.035,275.96500000000003,True,False,False,True,False,-0.5,45.9
2005-02-09 10:00:00,NOx(GT),446.0,170.27,275.73,True,False,False,False,False,17.1,49.0
2005-02-04 21:00:00,NOx(GT),467.0,193.025,273.975,True,False,False,False,False,7.1,43.9
