Timestamp,pollutant,value,pred,residual,residual_anom,iso_anom,spike_label,temp_extreme,is_weekend,T,RH
2005-02-10 20:00:00,CO(GT),8.4,2.3315000000000015,6.0684999999999985,True,False,True,False,False,16.9,49.3
2005-02-11 19:00:00,CO(GT),7.1,3.1219999999999932,3.9780000000000064,True,False,True,False,False,16.9,49.3
2005-02-10 19:00:00,CO(GT),6.2,2.3840000000000003,3.816,True,False,False,False,False,16.9,49.3
2005-02-11 16:00:00,CO(GT),7.1,3.315000000000004,3.7849999999999957,True,False,True,False,False,16.9,49.3
2005-02-11 17:00:00,CO(GT),6.6,2.8550000000000013,3.7449999999999983,True,False,False,False,False,16.9,49.3
2005-02-11 18:00:00,CO(GT),6.5,2.8030000000000017,3.6969999999999983,True,False,False,False,False,16.9,49.3
2005-02-11 09:00:00,CO(GT),5.9,2.667999999999994,3.2320000000000064,True,False,False,False,False,16.9,49.3
2005-02-11 14:00:00,CO(GT),5.8,2.601999999999994,3.1980000000000057,True,False,False,False,False,16.9,49.3
2005-02-11 15:00:00,CO(GT),6.1,3.0804999999999922,3.0195000000000074,True,False,False,False,False,16.9,49.3
2004-12-24 14:00:00,CO(GT),7.9,4.9084999999999965,2.991500000000004,True,False,True,False,False,10.5,51.1
2005-02-11 10:00:00,CO(GT),5.4,2.457999999999994,2.9420000000000064,True,False,False,False,False,16.9,49.3
2004-12-24 19:00:00,CO(GT),6.4,3.824500000000007,2.5754999999999932,True,False,False,False,False,16.9,49.3
2004-12-25 03:00:00,CO(GT),5.2,2.640000000000001,2.559999999999999,True,False,False,False,True,9.2,67.3
2004-12-25 00:00:00,CO(GT),5.9,3.432500000000003,2.467499999999997,True,True,False,False,True,9.4,66.1
2005-02-27 00:00:00,CO(GT),4.8,2.342500000000004,2.457499999999996,True,False,False,False,True,6.3,60.4
2004-12-25 01:00:00,CO(GT),5.6,3.1549999999999994,2.4450000000000003,True,True,False,False,True,9.6,65.9
2005-02-10 21:00:00,CO(GT),4.5,2.0789999999999993,2.4210000000000007,True,False,False,False,False,16.9,49.3
2005-01-03 19:00:00,CO(GT),5.0,2.5799999999999956,2.4200000000000044,True,False,False,False,False,16.9,49.3
2004-12-24 10:00:00,CO(GT),6.6,4.2085,2.3914999999999997,True,False,False,False,False,6.7,59.7
2004-12-25 02:00:00,CO(GT),5.5,3.111499999999999,2.388500000000001,True,True,False,False,True,9.5,66.2
2005-02-10 10:00:00,CO(GT),4.3,1.9519999999999953,2.3480000000000043,True,False,False,False,False,16.9,49.3
2004-12-24 11:00:00,CO(GT),6.5,4.2075000000000005,2.2924999999999995,True,False,False,False,False,7.2,58.6
2005-01-04 20:00:00,CO(GT),4.5,2.286999999999997,2.213000000000003,True,False,False,False,False,16.9,49.3
2004-12-23 20:00:00,CO(GT),9.1,6.9365,2.1635,True,True,True,False,False,6.2,56.9
2005-03-22 21:00:00,CO(GT),4.3,2.1790000000000016,2.120999999999998,True,False,False,False,False,17.4,50.6
2004-12-24 17:00:00,CO(GT),6.8,4.682999999999998,2.1170000000000018,True,False,False,False,False,10.4,57.0
2005-02-27 01:00:00,CO(GT),4.2,2.115000000000002,2.084999999999998,True,False,False,False,True,5.5,60.2
2005-02-12 01:00:00,CO(GT),4.3,2.246000000000001,2.053999999999999,True,True,False,False,True,5.3,66.8
2004-12-24 18:00:00,CO(GT),6.7,4.675499999999998,2.0245000000000024,True,False,False,False,False,10.2,58.3
2005-03-31 08:00:00,CO(GT),4.1,2.0879999999999996,2.012,True,False,False,False,False,16.8,51.6
2005-02-26 23:00:00,CO(GT),4.3,2.2975000000000008,2.002499999999999,True,False,False,False,True,5.9,62.1
2005-02-11 20:00:00,CO(GT),4.9,2.917,1.9830000000000005,True,False,False,False,False,16.9,49.3
2004-12-24 09:00:00,CO(GT),6.1,4.118500000000001,1.9814999999999987,True,False,False,False,False,6.1,60.5
2004-12-23 18:00:00,CO(GT),8.5,6.534499999999996,1.965500000000004,True,False,True,False,False,8.0,45.9
2005-02-10 18:00:00,CO(GT),4.2,2.309000000000001,1.8909999999999991,True,False,False,False,False,16.9,49.3
2004-12-24 20:00:00,CO(GT),6.8,4.912000000000013,1.8879999999999866,True,False,False,False,False,16.9,49.3
2004-12-23 19:00:00,CO(GT),8.7,6.832999999999998,1.8670000000000009,True,True,True,False,False,7.1,50.3
