Timestamp,pollutant,value,pred,residual,residual_anom,iso_anom,spike_label,temp_extreme,is_weekend,T,RH
2005-02-11 16:00:00,NO2(GT),340.0,131.85,208.15,True,False,True,False,False,17.1,49.0
2005-02-11 17:00:00,NO2(GT),326.0,122.28,203.72,True,False,True,False,False,17.1,49.0
2005-02-10 09:00:00,NO2(GT),289.0,91.645,197.35500000000002,True,False,True,False,False,17.1,49.0
2005-02-03 11:00:00,NO2(GT),333.0,140.39,192.61,True,False,True,False,False,8.5,39.7
2005-02-05 09:00:00,NO2(GT),310.0,119.75,190.25,True,False,True,True,True,4.1,52.7
2005-02-11 15:00:00,NO2(GT),312.0,129.52,182.48,True,False,True,False,False,17.1,49.0
2005-02-07 09:00:00,NO2(GT),281.0,99.905,181.095,True,False,True,False,False,5.6,40.5
2005-02-11 09:00:00,NO2(GT),296.0,117.885,178.115,True,False,True,False,False,17.1,49.0
2005-02-10 20:00:00,NO2(GT),276.0,100.39,175.61,True,False,True,False,False,17.1,49.0
2005-02-05 08:00:00,NO2(GT),283.0,107.525,175.475,True,False,True,True,True,2.0,63.6
2005-02-11 10:00:00,NO2(GT),291.0,117.475,173.525,True,False,True,False,False,17.1,49.0
2005-02-24 08:00:00,NO2(GT),267.0,103.815,163.185,True,False,True,True,False,4.1,82.5
2005-02-10 10:00:00,NO2(GT),250.0,87.31,162.69,True,False,True,False,False,17.1,49.0
2005-02-11 18:00:00,NO2(GT),284.0,124.035,159.965,True,False,True,False,False,17.1,49.0
2005-02-21 10:00:00,NO2(GT),254.0,96.745,157.255,True,False,True,True,False,3.8,84.3
2005-02-11 19:00:00,NO2(GT),289.0,132.29,156.71,True,False,True,False,False,17.1,49.0
2005-02-11 14:00:00,NO2(GT),275.0,119.665,155.33499999999998,True,False,True,False,False,17.1,49.0
2005-02-11 11:00:00,NO2(GT),276.0,121.06,154.94,True,False,True,False,False,17.1,49.0
2005-02-11 08:00:00,NO2(GT),267.0,112.555,154.445,True,False,True,False,False,17.1,49.0
2005-02-22 08:00:00,NO2(GT),295.0,140.605,154.395,True,False,True,True,False,4.1,82.7
2005-02-09 09:00:00,NO2(GT),245.0,93.37,151.63,True,False,False,False,False,17.1,49.0
2005-02-24 09:00:00,NO2(GT),269.0,119.6,149.4,True,False,True,True,False,3.9,83.9
2005-02-10 08:00:00,NO2(GT),247.0,98.175,148.825,True,False,True,False,False,17.1,49.0
2005-02-04 08:00:00,NO2(GT),306.0,159.165,146.835,True,False,True,True,False,2.3,70.9
2005-02-07 08:00:00,NO2(GT),246.0,100.04,145.95999999999998,True,False,True,True,False,2.9,49.5
2005-02-24 10:00:00,NO2(GT),244.0,98.38,145.62,True,False,False,True,False,4.1,83.9
2005-02-24 16:00:00,NO2(GT),267.0,122.555,144.445,True,False,True,False,False,7.6,70.8
2005-02-17 08:00:00,NO2(GT),238.0,97.42,140.57999999999998,True,False,False,False,False,6.6,44.6
2005-02-10 19:00:00,NO2(GT),243.0,102.465,140.535,True,False,False,False,False,17.1,49.0
2005-02-10 11:00:00,NO2(GT),232.0,91.565,140.435,True,False,False,False,False,17.1,49.0
2005-02-24 17:00:00,NO2(GT),262.0,123.14,138.86,True,False,True,False,False,7.2,72.4
2005-02-24 21:00:00,NO2(GT),262.0,123.95,138.05,True,False,True,False,False,6.0,78.0
2005-02-09 19:00:00,NO2(GT),240.0,102.56,137.44,True,False,False,False,False,17.1,49.0
2005-02-23 14:00:00,NO2(GT),232.0,96.24,135.76,True,False,False,False,False,5.7,72.5
2005-02-19 00:00:00,NO2(GT),250.0,114.395,135.60500000000002,True,False,True,True,True,4.1,55.0
2005-02-22 10:00:00,NO2(GT),255.0,120.485,134.515,True,False,True,False,False,6.1,74.0
2005-02-24 11:00:00,NO2(GT),232.0,97.625,134.375,True,False,False,False,False,4.6,82.0
2005-02-16 09:00:00,NO2(GT),260.0,125.99,134.01,True,False,True,False,False,7.8,37.6
2005-02-22 19:00:00,NO2(GT),251.0,117.405,133.595,True,False,True,False,False,5.6,71.6
2005-02-09 08:00:00,NO2(GT),231.0,97.82,133.18,True,False,False,False,False,17.1,49.0
2005-02-03 12:00:00,NO2(GT),235.0,101.995,133.005,True,False,False,False,False,11.5,33.0
2005-02-03 10:00:00,NO2(GT),322.0,189.045,132.955,True,False,True,False,False,5.1,50.8
2005-02-04 09:00:00,NO2(GT),301.0,168.22,132.78,True,False,True,True,False,4.4,61.1
2005-02-21 20:00:00,NO2(GT),283.0,150.91,132.09,True,False,True,False,False,5.5,79.8
2005-02-23 18:00:00,NO2(GT),249.0,117.165,131.83499999999998,True,False,True,False,False,4.8,79.0
2005-02-23 17:00:00,NO2(GT),238.0,106.18,131.82,True,False,False,False,False,4.9,78.2
2005-02-19 09:00:00,NO2(GT),231.0,99.325,131.675,True,False,False,True,True,2.1,59.9
2005-02-08 09:00:00,NO2(GT),253.0,124.3,128.7,True,False,True,False,False,6.6,43.7
2005-02-03 09:00:00,NO2(GT),309.0,180.975,128.025,True,False,True,True,False,2.1,62.2
2005-02-08 08:00:00,NO2(GT),224.0,96.23,127.77,True,False,False,False,False,6.0,46.4
