Timestamp,Hour,Weekday,Month,DayOfMonth,DayOfYear,Week,IsWeekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Weekday_sin,Weekday_cos,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-10 18:00:00,18.0,2.0,3.0,10.0,70.0,11,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.211864406779661,0.5118449389806174,0.1209813874788494,0.18553459119496857,0.36209721463681044,0.11103588354773188,0.3108852181279119,0.32840236686390534,0.5130395683453237,0.45482189400521283,0.33333333333333337,0.49937106918238994,0.2800664614181694
2004-03-10 19:00:00,19.0,2.0,3.0,10.0,70.0,11,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.16101694915254236,0.46302943287867915,0.08883248730964467,0.14622641509433962,0.312397596941562,0.06838185511171292,0.36086404066073696,0.26627218934911245,0.45323741007194246,0.3262380538662033,0.32688172043010755,0.48427672955974854,0.2642818746029419
2004-03-10 20:00:00,20.0,2.0,3.0,10.0,70.0,11,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.17796610169491525,0.5419956927494616,0.06852791878172589,0.139937106918239,0.30365920262151824,0.0873392010832769,0.34646336298178737,0.33136094674556216,0.45143884892086333,0.3705473501303214,0.2967741935483871,0.5635220125786164,0.276352440991057
2004-03-10 21:00:00,21.0,2.0,3.0,10.0,70.0,11,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.17796610169491525,0.5233309404163676,0.06175972927241963,0.1430817610062893,0.30857454942654283,0.11509817197020987,0.3261329944938585,0.3550295857988166,0.46447841726618705,0.4265855777584709,0.2774193548387097,0.638993710691824,0.29418951277916233
2004-03-10 22:00:00,22.0,2.0,3.0,10.0,70.0,11,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.1271186440677966,0.4486719310839914,0.03722504230118443,0.10062893081761007,0.24740578918623699,0.0873392010832769,0.373994070309191,0.33727810650887574,0.4222122302158274,0.3861859252823632,0.2817204301075269,0.6339622641509435,0.2952157552656013
2004-03-10 23:00:00,23.0,2.0,3.0,10.0,70.0,11,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.09322033898305083,0.3948312993539125,0.026226734348561757,0.07232704402515723,0.20043691971600217,0.058903182125930945,0.4299025836509954,0.2781065088757397,0.3785971223021583,0.31624674196351,0.2817204301075269,0.628930817610063,0.29326100767238433
2004-03-11 00:00:00,0.0,3.0,3.0,11.0,71.0,11,0,0.0,1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.09322033898305083,0.38621679827709987,0.02030456852791878,0.055031446540880505,0.16766794101583835,0.04062288422477996,0.48284625158831,0.22189349112426035,0.3516187050359712,0.2224152910512598,0.28387096774193554,0.5987421383647799,0.28128817866392997
2004-03-11 01:00:00,1.0,3.0,3.0,11.0,71.0,11,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.07627118644067796,0.3510409188801149,0.02030456852791878,0.05031446540880503,0.15783724740578917,0.04062288422477996,0.47903430749682335,0.21893491124260353,0.3516187050359712,0.22111207645525627,0.2709677419354839,0.638993710691824,0.28612617895714215
2004-03-11 02:00:00,2.0,3.0,3.0,11.0,71.0,11,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.06779661016949153,0.32089016511127066,0.014382402707275803,0.03459119496855346,0.12342981977061715,0.029113067027758968,0.5324015247776366,0.17159763313609466,0.3259892086330935,0.17332754126846223,0.2709677419354839,0.6352201257861636,0.28348726970629917
2004-03-11 03:00:00,3.0,3.0,3.0,11.0,71.0,11,0,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0423728813559322,0.2605886575735822,0.01015228426395939,0.025157232704402514,0.09721463681048606,,0.5857687420584499,,0.3075539568345324,0.12163336229365768,0.2623655913978495,0.6415094339622642,0.2770854713385134
2004-03-11 04:00:00,4.0,3.0,3.0,11.0,71.0,11,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,,0.2613065326633166,0.005922165820642978,0.01886792452830189,0.07864554888039324,0.012863913337846986,0.6336298178737823,0.09467455621301775,0.2904676258992806,0.09730668983492616,0.25806451612903225,0.6452830188679246,0.2745442994673313
2004-03-11 05:00:00,5.0,3.0,3.0,11.0,71.0,11,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.05084745762711864,0.3007896625987079,0.0008460236886632822,0.015723270440251576,0.07045330420535226,0.00947867298578199,0.675984752223634,0.07692307692307691,0.2837230215827338,0.08731537793223285,0.2774193548387097,0.5911949685534592,0.26970629917411915
2004-03-11 06:00:00,6.0,3.0,3.0,11.0,71.0,11,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.05084745762711864,0.2907394113424264,0.0076142131979695426,0.02358490566037736,0.09284543965046424,0.021665538253215978,0.5997458703939009,0.13609467455621302,0.30125899280575547,0.10903562119895743,0.2666666666666667,0.6150943396226416,0.26907100620632357
