Timestamp,Hour,Weekday,Month,DayOfMonth,DayOfYear,Week,IsWeekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Weekday_sin,Weekday_cos,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_class
2004-03-10 18:00:00,18.0,2.0,3.0,10.0,70.0,11,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.47619047619047616,1.013986013986014,-0.13278008298755184,0.3723404255319149,0.34316353887399464,-0.018691588785046728,0.8245033112582781,0.12903225806451613,0.5453051169760244,0.5519848771266541,-0.36065573770491804,-0.013105916373890478,-0.4522539098436063,high
2004-03-10 19:00:00,19.0,2.0,3.0,10.0,70.0,11,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.11904761904761901,0.7762237762237763,-0.32987551867219916,0.10638297872340426,0.09919571045576407,-0.3130841121495327,1.2152317880794703,-0.20967741935483872,0.237648397105564,-0.007561436672967864,-0.3852459016393442,-0.060164739903302074,-0.5116835326586937,mid
2004-03-10 20:00:00,20.0,2.0,3.0,10.0,70.0,11,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.23809523809523817,1.1608391608391608,-0.45435684647302904,0.0638297872340425,0.05630026809651475,-0.1822429906542056,1.1026490066225165,0.14516129032258066,0.22839556342524941,0.18525519848771266,-0.49999999999999994,0.18689408362610957,-0.4662373505059799,mid
2004-03-10 21:00:00,21.0,2.0,3.0,10.0,70.0,11,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.23809523809523817,1.06993006993007,-0.495850622406639,0.08510638297872329,0.08042895442359249,0.009345794392523364,0.9437086092715232,0.27419354838709675,0.29547860760753025,0.42911153119092627,-0.5737704918032787,0.4221882012731684,-0.3990800367985282,mid
2004-03-10 22:00:00,22.0,2.0,3.0,10.0,70.0,11,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.11904761904761901,0.7062937062937062,-0.6462655601659751,-0.20212765957446813,-0.21983914209115282,-0.1822429906542056,1.3178807947019868,0.1774193548387097,0.0780370161201372,0.2533081285444234,-0.5573770491803279,0.40650192676336455,-0.3952161913523461,mid
2004-03-10 23:00:00,23.0,2.0,3.0,10.0,70.0,11,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.35714285714285715,0.44405594405594406,-0.7136929460580913,-0.39361702127659576,-0.450402144772118,-0.37850467289719625,1.7549668874172186,-0.14516129032258066,-0.1463442006274918,-0.05103969754253308,-0.5573770491803279,0.3908156522535607,-0.40257589696412144,low
2004-03-11 00:00:00,0.0,3.0,3.0,11.0,71.0,11,0,0.0,1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.35714285714285715,0.4020979020979021,-0.75,-0.5106382978723405,-0.6112600536193029,-0.5046728971962616,2.1688741721854305,-0.45161290322580644,-0.28513670583221074,-0.45935727788279773,-0.5491803278688524,0.29669800519473694,-0.4476540938362467,low
2004-03-11 01:00:00,1.0,3.0,3.0,11.0,71.0,11,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.47619047619047616,0.23076923076923078,-0.75,-0.5425531914893618,-0.6595174262734584,-0.5046728971962616,2.1390728476821192,-0.46774193548387094,-0.28513670583221074,-0.46502835538752363,-0.5983606557377049,0.4221882012731684,-0.42943882244710224,low
2004-03-11 02:00:00,2.0,3.0,3.0,11.0,71.0,11,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.5357142857142857,0.08391608391608392,-0.7863070539419088,-0.648936170212766,-0.8284182305630027,-0.5841121495327103,2.556291390728477,-0.7258064516129032,-0.41698958577669376,-0.6729678638941399,-0.5983606557377049,0.4104234953908156,-0.4393744250229991,low
2004-03-11 03:00:00,3.0,3.0,3.0,11.0,71.0,11,0,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.7142857142857143,-0.2097902097902098,-0.8122406639004149,-0.7127659574468085,-0.9571045576407506,-0.5242990654205607,2.9735099337748343,-0.6774193548387096,-0.5118311309999184,-0.8979206049149339,-0.6311475409836065,0.43003133852807046,-0.463477460901564,low
2004-03-11 04:00:00,4.0,3.0,3.0,11.0,71.0,11,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.6904761904761905,-0.2062937062937063,-0.8381742738589212,-0.7553191489361702,-1.0482573726541555,-0.6962616822429907,3.347682119205298,-1.1451612903225807,-0.5997330509629071,-1.003780718336484,-0.6475409836065573,0.4417960444104233,-0.47304507819687214,low
2004-03-11 05:00:00,5.0,3.0,3.0,11.0,71.0,11,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.6547619047619048,-0.013986013986013986,-0.8692946058091287,-0.7765957446808511,-1.0884718498659518,-0.719626168224299,3.6788079470198674,-1.2419354838709677,-0.6344311772640868,-1.0472589792060492,-0.5737704918032787,0.27316859343003125,-0.4912603495860166,low
2004-03-11 06:00:00,6.0,3.0,3.0,11.0,71.0,11,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.6547619047619048,-0.06293706293706294,-0.8278008298755187,-0.723404255319149,-0.9785522788203753,-0.6355140186915887,3.0827814569536423,-0.9193548387096774,-0.5442160488810195,-0.9527410207939508,-0.6147540983606556,0.34767839735159983,-0.4936522539098438,low
